phenotypeId,webApiCohortId,cohortName,logicDescription,cohortId,referentConceptId,cohortType,PMID
433736000,17601,Obesity referent incident cohort,"Persons with condition occurrence of referent concept (433736) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",433736001,433736,referent,
433736000,17600,Obesity referent prevalent cohort,"Persons with condition occurrence of referent concept (433736) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",433736002,433736,referent,
433736000,17763,Obesity prevalent cohort: Earliest of condition occurrence or observation of obesity diagnoses conceptset or BMI > 30 or body weight > 120kg,"assumes that once observed to be obese, that state continues until end of observation",433736003,433736,,
434119000,17511,Hidradenitis referent incident cohort,"Persons with condition occurrence of referent concept (434119) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",434119001,434119,referent,
434119000,17510,Hidradenitis referent prevalent cohort,"Persons with condition occurrence of referent concept (434119) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",434119002,434119,referent,
434119000,17146,Hidradenitis at first diagnosis,Hidradenitis at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,434119003,434119,,
434557000,17691,Tuberculosis referent incident cohort,"Persons with condition occurrence of referent concept (434557) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",434557001,434557,referent,
434557000,17690,Tuberculosis referent prevalent cohort,"Persons with condition occurrence of referent concept (434557) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",434557002,434557,referent,
434557000,17719,Tuberculosis prevalent cohort: First condition occurrence of Respiratory and pulmonary tuberculosis conceptset,,434557003,434557,,
434557000,17765,Tuberculosis prevalent cohort: Condition occurrence of Respiratory and pulmonary tuberculosis conceptset with at least 3 distinct drug eras of tuberculosis drugs,,434557004,434557,,
434584000,17541,Kaposis sarcoma referent incident cohort,"Persons with condition occurrence of referent concept (434584) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",434584001,434584,referent,
434584000,17540,Kaposis sarcoma referent prevalent cohort,"Persons with condition occurrence of referent concept (434584) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",434584002,434584,referent,
434610000,17517,Hyperkalemia referent incident cohort,"Persons with condition occurrence of referent concept (434610) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",434610001,434610,referent,
434610000,17516,Hyperkalemia referent prevalent cohort,"Persons with condition occurrence of referent concept (434610) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",434610002,434610,referent,
435783000,17669,Schizophrenia referent incident cohort,"Persons with condition occurrence of referent concept (435783) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",435783001,435783,referent,
435783000,17668,Schizophrenia referent prevalent cohort,"Persons with condition occurrence of referent concept (435783) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",435783002,435783,referent,
435783000,18990,"Schizophrenia by Ren, 2005 and repeated in literature",Schizophrenia concept set occurring two times within 365 days or 1 inpatient diagnosis/ER visit on the day of diagnosis. Paraphrenia is not included,435783003,435783,literature,
435783000,18991,"Schizophrenia by Lai, E. C. et al. 2014",Schizophrenia concept set not including Paraphrenia and an anti-psychotic within 90 days,435783004,435783,literature,
436073000,17641,Psychotic disorder referent incident cohort,"Persons with condition occurrence of referent concept (436073) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",436073001,436073,referent,
436073000,17640,Psychotic disorder referent prevalent cohort,"Persons with condition occurrence of referent concept (436073) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",436073002,436073,referent,
436073000,16526,"Hospitalization for Psychosis, defined by inpatient visit with a primary condition occurrence of psychosis conceptset",,436073003,436073,,
436081000,17585,Multiple myeloma referent incident cohort,"Persons with condition occurrence of referent concept (437233) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",437233001,437233,referent,
436081000,17584,Multiple myeloma referent prevalent cohort,"Persons with condition occurrence of referent concept (437233) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",437233002,437233,referent,
436081000,18838,Multiple Myeloma Brandenburg 1,Multiple Myeloma Brandenburg (2019) 2+ codes at least 30days apart,437233003,437233,literature,30719785
436081000,18839,Multiple Myeloma Brandenburg 2,Multiple Myeloma Brandenburg (2019) Algorithm 2 (see paper),437233004,437233,literature,30719785
436081000,18840,Multiple Myeloma Brandenburg 3,Multiple Myeloma Brandenburg (2019) Algorithm 3 (see paper),437233005,437233,literature,30719785
436081000,18841,Multiple Myeloma Brandenburg 4,Multiple Myeloma Brandenburg (2019) Algorithm 4 (see paper),437233006,437233,literature,30719785
436081000,18667,Monoclonal gammopathy referent incident cohort,"Persons with condition occurrence of referent concept (4002359) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4002359001,4002359,referent,
436081000,18666,Monoclonal gammopathy referent prevalent cohort,"Persons with condition occurrence of referent concept (4002359) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4002359002,4002359,referent,
436081000,17715,Waldenström macroglobulinemia referent incident cohort,"Persons with condition occurrence of referent concept (4098597) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4098597001,4098597,referent,
436081000,17714,Waldenström macroglobulinemia referent prevalent cohort,"Persons with condition occurrence of referent concept (4098597) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4098597002,4098597,referent,
436100000,18677,Narcolepsy referent incident cohort,"Persons with condition occurrence of referent concept (436100) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",436100001,436100,referent,
436100000,18676,Narcolepsy referent prevalent cohort,"Persons with condition occurrence of referent concept (436100) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",436100002,436100,referent,
436100000,18574,Narcolepsy (generalized algorithm from literature),,436100003,436100,,
436100000,20064,FDA AESI Narcolepsy events,All events of Narcolepsy (includes cataplexy with narcolepsy) with no such events in prior clean window period (365 days). No continuous observation period requirement. Persons exit the cohort on start_date + 1 day.,436100004,436100,study;FDA;Covid,
436100000,20065,FDA AESI Narcolepsy event episodes for incidence characterization,All events of Narcolepsy (includes cataplexy with narcolepsy). No continuous observation period requirement. Persons exit the cohort on start_date + 365 days.,436100005,436100,study;FDA;Covid,
436665000,17429,Bipolar disorder referent incident cohort,"Persons with condition occurrence of referent concept (436665) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",436665001,436665,referent,
436665000,17428,Bipolar disorder referent prevalent cohort,"Persons with condition occurrence of referent concept (436665) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",436665002,436665,referent,
436665000,18867,Bipolar Disorder Castro 1,Bipolar Castro (2015) coded-Strict (see paper),436665003,436665,literature,
436665000,18868,Bipolar Disorder Castro 2,Bipolar Castro (2015) coded-Broad 1 (see paper),436665004,436665,literature,
436665000,18869,Bipolar Disorder Castro 3,Bipolar Castro (2015) coded-Broad 2 (see paper),436665005,436665,literature,
436676000,17631,Posttraumatic stress disorder referent incident cohort,"Persons with condition occurrence of referent concept (436676) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",436676001,436676,referent,
436676000,17630,Posttraumatic stress disorder referent prevalent cohort,"Persons with condition occurrence of referent concept (436676) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",436676002,436676,referent,
437222000,17657,Respiratory syncytial virus infection referent incident cohort,"Persons with condition occurrence of referent concept (437222) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",437222001,437222,referent,
437222000,17656,Respiratory syncytial virus infection referent prevalent cohort,"Persons with condition occurrence of referent concept (437222) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",437222002,437222,referent,
437222000,17998,Respiratory syncytial virus infection prevalent cohort during a hospitalization,,437222003,437222,,
437222000,18333,Respiratory syncytial virus infection hospitalization with an RSV test w/in 7 days,,437222004,437222,,
437222000,18334,Respiratory syncytial virus infection with an RSV test w/in 7 days,,437222005,437222,,
437222000,18332,Respiratory syncytial virus infection and (Hospitalized OR RSV Test w/in 7 Days OR 2nd DX w/in 7 days),,437222006,437222,,
437541000,17495,Glaucoma referent incident cohort,"Persons with condition occurrence of referent concept (437541) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",437541001,437541,referent,
437541000,17494,Glaucoma referent prevalent cohort,"Persons with condition occurrence of referent concept (437541) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",437541002,437541,referent,
437833000,17525,Hypokalemia referent incident cohort,"Persons with condition occurrence of referent concept (437833) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",437833001,437833,referent,
437833000,17524,Hypokalemia referent prevalent cohort,"Persons with condition occurrence of referent concept (437833) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",437833002,437833,referent,
438120000,17607,Opioid dependence referent incident cohort,"Persons with condition occurrence of referent concept (438120) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",438120001,438120,referent,
438120000,17606,Opioid dependence referent prevalent cohort,"Persons with condition occurrence of referent concept (438120) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",438120002,438120,referent,
438130000,17605,Opioid abuse referent incident cohort,"Persons with condition occurrence of referent concept (438130) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",438130001,438130,referent,
438130000,17604,Opioid abuse referent prevalent cohort,"Persons with condition occurrence of referent concept (438130) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",438130002,438130,referent,
438409000,17417,Attention deficit hyperactivity disorder referent incident cohort,"Persons with condition occurrence of referent concept (438409) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",438409001,438409,referent,
438409000,17416,Attention deficit hyperactivity disorder referent prevalent cohort,"Persons with condition occurrence of referent concept (438409) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",438409002,438409,referent,
439393000,18693,Pre-eclampsia referent incident cohort,"Persons with condition occurrence of referent concept (439393) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",439393001,439393,referent,
439393000,18692,Pre-eclampsia referent prevalent cohort,"Persons with condition occurrence of referent concept (439393) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",439393002,439393,referent,
439727000,17513,Human immunodeficiency virus infection referent incident cohort,"Persons with condition occurrence of referent concept (439727) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",439727001,439727,referent,
439727000,17512,Human immunodeficiency virus infection referent prevalent cohort,"Persons with condition occurrence of referent concept (439727) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",439727002,439727,referent,
439727000,17716,HIV excluding HIV-II design diagnostics 1 cohort,"Excludes HIV II, and HIV negative. Has finding of HIV status which may indicate positive",439727004,439727,design diagnostics,
439776000,17419,Autism spectrum disorder referent incident cohort,"Persons with condition occurrence of referent concept (439776) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",439776001,439776,referent,
439776000,17418,Autism spectrum disorder referent prevalent cohort,"Persons with condition occurrence of referent concept (439776) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",439776002,439776,referent,
439776000,18880,Autism Burke 1,Autism Burke (2014) 1+ codes complex,439776003,439776,literature,
439776000,18881,Autism Burke 2,Autism Burke (2014) 2+ codes complex,439776004,439776,literature,
440383000,17463,Depressive disorder referent incident cohort,"Persons with condition occurrence of referent concept (440383) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",440383001,440383,referent,
440383000,17462,Depressive disorder referent prevalent cohort,"Persons with condition occurrence of referent concept (440383) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",440383002,440383,referent,
440383000,16527,"Depressive disorder prevalent cohort, defined as the earliest condition occurrence of Depressive disorder conceptset with no treatment more than 30 days prior and no prior psychosies/mania",,440383003,440383,,
440383000,17875,Depressive disorder without bipolar design diagnostics 1 cohort,"Depressive disorder, excludes schizoaffective, reactive depressive psychosis, chronic depressive personality disorder, bipolar and atypical depressive disorder",440383004,440383,design diagnostics,
440417000,17645,Pulmonary embolism referent incident cohort,"Persons with condition occurrence of referent concept (440417) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",440417001,440417,referent,
440417000,17644,Pulmonary embolism referent prevalent cohort,"Persons with condition occurrence of referent concept (440417) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",440417002,440417,referent,
440417000,17732,"Pulmonary embolism events, defined by condition occurrences of Pulmonary embolism conceptset",,440417003,440417,,
440417000,17858,"Pulmonary embolism (including obstetric PEs, exclude personal history) design diagnostics 1 cohort","Pulmonary embolism (including obstetric PEs), Excludes history of pulmonary embolism",440417004,440417,design diagnostics,
440417000,17857,"Pulmonary embolism (excluding obstetric PEs, exclude personal history) design diagnostics 2 cohort","Pulmonary embolism (excluding obstetric PEs), Excludes history of pulmonary embolism",440417005,440417,design diagnostics,
440417000,18842,Pulmonary Embolism Alotaibi 1,"Pulmonary Embolism Alotaibi (2015) 1+ codes, in-patient",440417006,440417,literature,25834115
440417000,18843,Pulmonary Embolism Alotaibi 2,"Pulmonary Embolism Alotaibi (2015) 1+ codes, in-patient, first position",440417007,440417,literature,25834115
440417000,18844,Pulmonary Embolism White 1,"Pulmonary Embolism White (2010) 1+ codes In-patient, Primary position",440417008,440417,literature,20430419
440417000,18845,Pulmonary Embolism White 2,"Pulmonary Embolism White (2010) 1+ codes In-patient, Secondary position",440417009,440417,literature,20430419
440417000,20080,FDA AESI Pulmonary embolism events,All events of Pulmonary Embolism with no such events in prior clean window period (365 days). No continuous observation period requirement. Persons exit the cohort on start_date + 1 day.,440417010,440417,study;FDA;Covid,
440417000,20082,FDA AESI Pulmonary embolism event episodes for incidence characterization,All events of Pulmonary Embolism. No continuous observation period requirement. Persons exit the cohort on start_date + 365 days.,440417011,440417,study;FDA;Covid,
440674000,17497,Gout referent incident cohort,"Persons with condition occurrence of referent concept (440674) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",440674001,440674,referent,
440674000,17496,Gout referent prevalent cohort,"Persons with condition occurrence of referent concept (440674) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",440674002,440674,referent,
440925000,17816,Suicide referent incident cohort,"Persons with condition occurrence of referent concept (440925) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",440925001,440925,referent,
440925000,17815,Suicide referent prevalent cohort,"Persons with condition occurrence of referent concept (440925) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",440925002,440925,referent,
440940000,17581,Methicillin resistant Staphylococcus aureus infection referent incident cohort,"Persons with condition occurrence of referent concept (440940) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",440940001,440940,referent,
440940000,17580,Methicillin resistant Staphylococcus aureus infection referent prevalent cohort,"Persons with condition occurrence of referent concept (440940) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",440940002,440940,referent,
441284000,17603,Open-angle glaucoma referent incident cohort,"Persons with condition occurrence of referent concept (441284) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",441284001,441284,referent,
441284000,17602,Open-angle glaucoma referent prevalent cohort,"Persons with condition occurrence of referent concept (441284) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",441284002,441284,referent,
441788000,17515,Human papilloma virus infection referent incident cohort,"Persons with condition occurrence of referent concept (441788) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",441788001,441788,referent,
441788000,17514,Human papilloma virus infection referent prevalent cohort,"Persons with condition occurrence of referent concept (441788) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",441788002,441788,referent,
443213000,17812,Stillbirth referent incident cohort,"Persons with condition occurrence of referent concept (443213) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",443213001,443213,referent,
443213000,17811,Stillbirth referent prevalent cohort,"Persons with condition occurrence of referent concept (443213) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",443213002,443213,referent,
443213000,17738,"Stillbirth events, defined by condition occurrences or observations of Stillbirth conceptset in females",,443213003,443213,,
443213000,17739,"Livebirth events, defined by condition occurrences or observations of Livebirth conceptset in females",,443213004,443213,,
443387000,17573,Malignant tumor of stomach referent incident cohort,"Persons with condition occurrence of referent concept (443387) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",443387001,443387,referent,
443387000,17572,Malignant tumor of stomach referent prevalent cohort,"Persons with condition occurrence of referent concept (443387) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",443387002,443387,referent,
443392000,17804,Malignant neoplastic disease referent incident cohort,"Persons with condition occurrence of referent concept (443392) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",443392001,443392,referent,
443392000,17803,Malignant neoplastic disease referent prevalent cohort,"Persons with condition occurrence of referent concept (443392) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",443392002,443392,referent,
443392000,17764,Malignant neoplasm excluding non-melanoma skin cancer prevalent cohort: Earliest of condition occurrence or observation of malignant neoplasms excluding non-melanoma skin cancer conceptset,,443392003,443392,,
443700000,18744,Eclampsia referent incident cohort,"Persons with condition occurrence of referent concept (443700) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",443700001,443700,referent,
443700000,18743,Eclampsia referent prevalent cohort,"Persons with condition occurrence of referent concept (443700) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",443700002,443700,referent,
443723000,17689,Thrombocytopenic disorder referent incident cohort,"Persons with condition occurrence of referent concept (432870) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",432870001,432870,referent,
443723000,17688,Thrombocytopenic disorder referent prevalent cohort,"Persons with condition occurrence of referent concept (432870) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",432870002,432870,referent,
443723000,18573,"Idiopathic thrombocytopenic purpura events, as defined by diagnosis codes from Shaw Platelets 2020",,432870003,432870,literature,
443723000,18576,"Thrombocytopenia events, as defined by diagnosis codes from Altomare ClinEpi 2016",,432870004,432870,literature,
443723000,17617,Pancytopenia referent incident cohort,"Persons with condition occurrence of referent concept (432881) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",432881001,432881,referent,
443723000,17616,Pancytopenia referent prevalent cohort,"Persons with condition occurrence of referent concept (432881) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",432881002,432881,referent,
443723000,17547,Leukopenia referent incident cohort,"Persons with condition occurrence of referent concept (435224) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",435224001,435224,referent,
443723000,17546,Leukopenia referent prevalent cohort,"Persons with condition occurrence of referent concept (435224) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",435224002,435224,referent,
443723000,17399,Anemia referent incident cohort,"Persons with condition occurrence of referent concept (439777) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",439777001,439777,referent,
443723000,17398,Anemia referent prevalent cohort,"Persons with condition occurrence of referent concept (439777) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",439777002,439777,referent,
443723000,20085,FDA AESI Immune thrombocytopenia (ITP) events,All events of Immune Thrombocytopenia with overlapping inpatient visit with no such events in prior clean window period (365 days). No continuous observation period requirement. Persons exit the cohort on start_date + 1 day.,439777003,4137430,study;FDA;Covid,
443723000,20086,FDA AESI Immune thrombocytopenia (ITP) event episodes for incidence characterization,All events of Immune Thrombocytopenia with overlapping inpatient visit. No continuous observation period requirement. Persons exit the cohort on start_date + 365 days.,439777004,4137430,study;FDA;Covid,
444247000,17707,Venous thrombosis referent incident cohort,"Persons with condition occurrence of referent concept (444247) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",444247001,444247,referent,
444247000,17706,Venous thrombosis referent prevalent cohort,"Persons with condition occurrence of referent concept (444247) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",444247002,444247,referent,
444247000,17731,"Venous thromboembolism events, defined by condition occurrences of Venous thromboembolism (pulmonary embolism and deep vein thrombosis) conceptset",,444247003,444247,,
444247000,18846,Pulmonary Venous Thromboembolism Alotaibi 1,"Venous Thromboembolism Alotaibi (2015) 1+ codes, in-patient",444247004,444247,literature,25834115
444247000,18847,Pulmonary Venous Thromboembolism Alotaibi 2,"Venous Thromboembolism Alotaibi (2015) 1+ codes, in-patient, first position",444247005,444247,literature,25834115
444247000,18848,Pulmonary Venous Thromboembolism McPeek Hinz 1,Venous Thromboembolism McPeek Hinz (2013) 1+ codes,444247006,444247,literature,24551388
444247000,18849,Venous Thromboembolism White 1,"Venous Thromboembolism White (2010) 1+ codes In-patient, Primary position",444247007,444247,literature,20430419
444247000,18850,Venous Thromboembolism White 2,"Venous Thromboembolism White (2010) 1+ codes In-patient, Secondary position",444247008,444247,literature,20430419
444429000,17509,Herpes simplex referent incident cohort,"Persons with condition occurrence of referent concept (444429) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",444429001,444429,referent,
444429000,17508,Herpes simplex referent prevalent cohort,"Persons with condition occurrence of referent concept (444429) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",444429002,444429,referent,
44784217000,17415,Atrial fibrillation referent incident cohort,"Persons with condition occurrence of referent concept (313217) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",313217001,313217,referent,
44784217000,17414,Atrial fibrillation referent prevalent cohort,"Persons with condition occurrence of referent concept (313217) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",313217002,313217,referent,
44784217000,17736,"Supraventricular arrythymia during hospitalization, defined by condition occurrences of Supraventricular arrythymia conceptset occurring between start and end of inpatient visit",,313217003,313217,,
44784217000,17746,"Cardiac arrhythmia during hospitalization, defined by condition occurrences, procedures, devices and drugs occurring between start and end of inpatient visit",,313217004,313217,,
44784217000,7399,"Cardiac arrhythmia prevalent cohort, defined by condition occurrence of Cardiac arrhythmia conceptset, with a second diagnosis or treatment anytime after",,313217005,313217,,
44784217000,17878,Atrial fibrillation design diagnostics 1 cohort,"First occurrence of Atrial fibrillation with descendants with >=365d prior observation, removing family history code",313217006,313217,design diagnostics,
44784217000,18866,Atrial Fibrillation Navar-Boggan 1,Atrial Fibrillation Navar-Boggan (2015) 1+ codes inpatient or 2+ codes outpatient or emergency department visits,313217007,313217,literature,
44784217000,17822,Ventricular tachycardia referent incident cohort,"Persons with condition occurrence of referent concept (4103295) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4103295001,4103295,referent,
44784217000,17821,Ventricular tachycardia referent prevalent cohort,"Persons with condition occurrence of referent concept (4103295) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4103295002,4103295,referent,
44784217000,17737,"ventricular arrhythmia or cardiac arrest during hospitalization, defined by condition occurrences of ventricular arrhythmia or cardiac arrest conceptset occurring between start and end of inpatient visit",,4103295003,4103295,,
44784217000,18626,Cardiac arrhythmia referent prevalent cohort,"Persons with condition occurrence of referent concept (44784217) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",44784217002,44784217,referent,
45763653000,17487,Fracture of bone of hip region referent incident cohort,"Persons with condition occurrence of referent concept (45763653) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",45763653001,45763653,referent,
45763653000,17486,Fracture of bone of hip region referent prevalent cohort,"Persons with condition occurrence of referent concept (45763653) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",45763653002,45763653,referent,
45763653000,17855,Fracture of bone of hip region (dx + px) referent concept incident cohort (aged 50-89),"This definition came from careful review of the following papers: o Ray WA, Griffin MR, Fought RL, Adams ML. Identification of fractures from computerized Medicare files. J Clin Epidemiol. 1992 Jul;45(7):703-14. PubMed PMID: 1619449. o Nair SS, Lenihan CR, Montez-Rath ME, Lowenberg DW, Chertow GM, Winkelmayer WC. Temporal trends in the incidence, treatment and outcomes of hip fracture after first kidney transplantation in the United States. Am J Transplant. 2014 Apr;14(4):943-951. doi: 10.1111/ajt.12652. Epub 2014 Feb 20. PubMed PMID: 24712332; PubMed Central PMCID: PMC4117735. o Hudson M, Avina-Zubieta A, Lacaille D, Bernatsky S, Lix L, Jean S. The validity of administrative data to identify hip fractures is high--a systematic review. J Clin Epidemiol. 2013 Mar;66(3):278-85. doi: 10.1016/j.jclinepi.2012.10.004. Review. PubMed PMID: 23347851.",45763653003,45763653,literature,
73553000,17611,Osteoarthritis referent incident cohort,"Persons with condition occurrence of referent concept (80180) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",80180001,80180,referent,
73553000,17610,Osteoarthritis referent prevalent cohort,"Persons with condition occurrence of referent concept (80180) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",80180002,80180,referent,
73553000,17665,Rheumatoid arthritis referent incident cohort,"Persons with condition occurrence of referent concept (80809) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",80809001,80809,referent,
73553000,17664,Rheumatoid arthritis referent prevalent cohort,"Persons with condition occurrence of referent concept (80809) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",80809002,80809,referent,
73553000,2538,Rheumatoid arthritis at first diagnosis (no history of Rheumatoid arthritis),Rheumatoid Arthritis at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,80809003,80809,,
73553000,18790,Rheumatoid Arthritis Hanly 1,Rheumatoid Arthritis Hanly (2015) 1+ codes,80809004,80809,literature,27790047
73553000,18791,Rheumatoid Arthritis Hanly 2,Rheumatoid Arthritis Hanly (2015) 2+ codes least 2 months apart,80809005,80809,literature,27790047
73553000,18792,Rheumatoid Arthritis Hanly 3,"Rheumatoid Arthritis Hanly (2015) 1+ codes, in-patient",80809006,80809,literature,27790047
73553000,18793,Rheumatoid Arthritis Ng 1,Rheumatoid Arthritis Ng (2012) 2+ codes,80809007,80809,literature,22623324
73553000,18794,Rheumatoid Arthritis Ng 2,Rheumatoid Arthritis Ng (2012) 2+ codes with at least one RA codes in a rheumatologist visit,80809008,80809,literature,22623324
73553000,18795,Rheumatoid Arthritis Ng 3,Rheumatoid Arthritis Ng (2012) 2+ codes with at least one rheumatology visit and with the last rheumatologist visit with a RA code,80809009,80809,literature,22623324
73553000,18796,Rheumatoid Arthritis Ng 4,Rheumatoid Arthritis Ng (2012) 2+ codes with 180D+ DMARD therapy,80809010,80809,literature,22623324
73553000,18797,Rheumatoid Arthritis Ng 5,Rheumatoid Arthritis Ng (2012) 2+ codes with at least one RA codes in a rheumatologist visit with 180D+ DMARD therapy,80809011,80809,literature,22623324
