phenotypeId,phenotypeName,clinicalDescription
432867000,Hyperlipidemia,"Overview: Abnormally high levels of fats (lipids) in the blood. The two major types of lipids found in the blood are triglycerides and cholesterol. Refers to any of several acquired or genetic (familial hypercholesterolemia) disorders that result in a high level of lipids circulating in the blood. Presentation: No symptoms. Assessment: Lipid panel (blood) - total cholesterol, LDL, HDL, and triglycerides. LDL cholesterol (normal range <130mg/dL); VLDL (very low density lipoprotein) cholesterol (normal range <31mg/dL); HDL (high density lipoprotein) cholesterol (normal range >40 mg/dL); as well as total cholesterol (normal range <200mg/dL), of which all non-HDL cholesterol should be <130mg/dL. Plan: Lifestyle changes (diet and excercise, and normla weight), Anti-cholesterol medications (statins)Prognosis: Untreated hyperlipidemia have a greater chance of getting coronary heart disease - creates a risk of heart attack and stroke. Usually chronic, requiring ongoing statin medication to control blood lipid levels."
433736000,Obesity,"Overview: Weight above what's considered healthy, often measured using body mass index (BMI). In adults, obestiy is defined as having a BMI (body mass index) of 30.0 or more. Obesity means having too much body fat. Presentation: High or increasing body mass index (BMI). Assessment: Measures of body fat including skinfold thickness tests, waist-to-hip comparisons, look also at obesity-related health risks (cholesterol and glucose levels, LFTs, diabetes screening, thyroid tests). Plan: Lifestyle changes/weight loss, eating and excercise plans, prescription weight loss medications, bariatric surgery Prognosis: Obesity has been linked to a number of health complications, some of which can be life threatening if not treated. Modest weight loss can improve or prevent health problems associated with obesity."
434119000,Hidradenitis,"Overview: Is a disease with recurrent inflamed nodules, abscesses, draining skin tunnels (sinus tracts) and bands of severe scar formation in the intertriginous skin areas such as axillary, groin, perianal, perineal, and inframammary regions. Presentation: The clinical manifestations vary, ranging from recurrent, relapsing and chronicAssessment: Clinical diagnosis is based on typical presentation. Plan: Treatment is based on severity of symptoms with wound care, pain management, topical or oral antibiotics, debridement as needed. Prognosis: Treatment is recommended to improve quality of life. May relapse."
434557000,Tuberculosis,"Overview: (TB). Serious infectious bacterial disease that mainly affects the lungs, caused by a bacterium called Mycobacterium tuberculosis. There is latent TB (not contagious) infection (LTBI) and TB disease (or Active TB) (airborne). Presentation: Bad cough lasting 3 wks or longer, coughing up sputum or blood, chest pain, fatigue, sweating at night, fever and chills. Symptoms of TB disease in other parts of the body depend on the area affected. People with latent TB infection are not active (disease) and do not have symptoms of TB disease, and they cannot spread the germs to others, but can develop TB disease in the future. Assessment: skin test or TB blood test/PPD tuberculin; CXR and sputum needed to see if TB disease Plan: Active, drug-sensitive TB disease is treated with a standard 6-month course of 4 antimicrobial drugsPrognosis: Can be fatal if not treated. Cured when drugs are provided and taken properly."
434584000,Kaposi's sarcoma,"Overview: A cancer that causes patches of abnormal tissue to grow under the skin, in the mucous membranes of the mouth, nose, and throat, in lymph nodes, or in other organs. Causes lesions in soft tissues. It often affects people with immune deficiencies, such as HIV or AIDS. Kaposi sarcoma is always caused by an infection with a virus called human herpesvirus 8, which is also known as Kaposi sarcoma-associated herpesvirus (KSHV). Types: Epidemic (AIDS-Related) Kaposi Sarcoma, Classic (Mediterranean) Kaposi Sarcoma, Endemic (African) Kaposi Sarcoma, Transplant-Related Kaposi SarcomaPresentation: Purple, red, or brown skin blotches, involvement of the lymph nodes Assessment: Physical exam, skin biopsy, CXR, bronchoscopy (if CXR abnormal) Plan: Antiretroviral therapy, Radiation or chemotherapy, immunotherapyPrognosis: Rare in the United States. Early diagnosis can improve outcomes and lessen the risk of the disease spreading to other organs. KSHV, the virus that causes Kaposi, cannot be treated. Once you contract KSHV, you will always have it."
434610000,Hyperkalemia,"Overview: Elevated potassium level (3.6 to 5.2mmol/L normal). Can be caused by the rupture of blood cells in a blood sample during or shortly after the blood draw, so if suspect hyperkalemia usually a repeat blood draw is completed for confirmationPresentation: most common to see in acute kidney failure, and chronic kidney disease. muscle fatigue, weakness, arrythmias, and nausea, tingling sensationsAssessment: current medications that the person is taking, potassium blood sample, EKG for moderate to severe cases Plan: depends upon severity and co-morbidities. evaluate meds usage that increases K+ levels, IV admin of glucose and insulin, IV calcium, sodium bicarb, diuresis, even dialysis (if renal failure present)Prognosis: Serious and potentially life-threatening if not treated"
435783000,Schizophrenia,"Overview: A mental disorder characterized by loss of contact with reality (psychosis), hallucinations (usually, hearing voices), firmly held false beliefs (delusions), abnormal thinking and behavior, reduced expression of emotions, diminished motivation, a decline in mental function (cognition), and problems in daily functioning, including work, social relationships, and self-care. Presentation: A variety of symptoms, ranging from bizarre behavior and rambling, disorganized speech to loss of emotions and little or no speech to inability to concentrate and remember. Assessment: Diagnose schizophrenia based on symptoms after tests to rule out other possible causes. Diagnosed when the follwoing are present: Two or more characteristic symptoms (delusions, hallucinations, disorganized speech, disorganized behavior, negative symptoms) persist for at least 6 months; and symptoms cause significant deterioration in work, school, or social functioning. Plan: Antipsychotic drugs, training programs and community support activities, psychotherapy, and family educationPrognosis: Early detection and early treatment are favored to improve long-term functioning. How well people do depends largely on whether they take their medications as prescribed."
436073000,Psychotic disorder,"Overview: (Psychosis). Severe mental disorders that cause abnormal thinking and perceptions. People with psychoses lose touch with reality. Psychosis may occur as a result of a psychiatric illness like schizophrenia. In other instances, it may be caused by a health condition, medications, or drug use. Presentation: Delusions, hallucinations, talking incoherently, and agitation. Confusion, disorientation, memory loss (behavioral, cognitive, mood, psychological manifestations. Assessment: Based on observing patients’ actions. Plan: Antipsychotics, cognitive behavioral therapy, and fmaily therapy. Treatment depends on the cause of the psychosis. Prognosis: Many people who have been diagnosed with a psychotic disorder tend to lead productive lives and function normally with proper treatment. Prognosis: varies from person to person."
436081000,Immunosecretory disorder,"Overview: To do. The immunosecretory disorders are a diverse group of diseases associated with proliferation of an abnormal clone of immunoglobulin (Ig)-synthesizing, terminally differentiated B cells. These disorders include multiple myeloma (MM) and its variants, plasmacytoma, Waldenstrom macroglobulinemia, monoclonal gammopathy of undetermined significance, and monoclonal Ig deposition diseases, the latter including primary amyloidosis and nonamyloidotic types. These disorders are histologically composed of plasma cells, or plasmacytoid cells which produce Ig that is synthesized and usually secreted and can be deposited in some diseases. The Ig can be complete or can be composed of either heavy or light chains and is termed M-(monoclonal) protein."
436100000,Narcolepsy,"Overview: Narcolepsy is a clinical syndrome of daytime sleepiness with cataplexy (type 1 narcolepsy has cataplexy, type 2 does not), hypnagogic hallucinations, and sleep paralysis. It is one of the most common causes of disabling daytime sleepiness after obstructive sleep apnea. Cataplexy is emotionally-triggered transient muscle weakness - such as laughter or excitement. Presentation: Associated after vaccination with the H1N1 vaccination in Sweden (Pandemrix) within 2 weeks of vaccination in 2010-2011. Assessment: Sleep studies (polysymnographic testing including the Multiple Sleep Latency Test), CSF evaluation for neuropeptide hypocretin-1 (orexin A) (hyposecretion of this neuropeptide is a diagnostic biomarker for narcolepsy). Plan: Treat reversible causes (sleep apnea, infections), withdraw or do not continue to expose to provoking agent, personal safety including driving safety. Stimulants for daytime sleepiness, REM sleep suppressing drugs for cataplexy. Prognosis: Treatments unfortunately fail to help patients with narcolepsy feel fully alert. Psychosocial support. Weight management. Sleep specialist consult. 2-4 fold increased risk for motor vehicle accdent compared to non-narcoleptics."
436665000,Bipolar disorder,"Overview: Formerly called manic-depressive illness, includes episodes of depression alternate with episodes of mania or a less severe form of mania called hypomania. Mania is characterized by excessive physical activity and feelings of elation that are greatly out of proportion to the situation. Classified into Bipolar I disorder and Bipolar II disorder. Presentation: Have one or more periods of excessive sadness and loss of interest in life and one or more periods of elation, extreme energy, and often irritability, with periods of relatively normal mood in between. Assessment: Pattern of symptoms. Rule-out other disorders. Plan: Drugs that stabilize mood, such as lithium and certain antiseizure drugs, antipsychotics, antidepressants, psychotherapyPrognosis: No cure for bipolar disorder, it is a highly treatable disease. Can worsen with age or over time if this condition is left untreated."
436676000,Posttraumatic stress disorder,"Overview: A mental health condition in which a person has difficulty recovering after experiencing or witnessing a terrifying event. Four types: intrusive memories, avoidance, negative changes in thinking and mood, and changes in physical and emotional reactions.Acute Stress Disorder is the term used when symptoms develop within the first month after a traumatic event. The term PTSD with delayed onset (or delayed expression) is used when symptoms surface six months or more after the traumatic event. Presentation: Symptoms vary over time from person to person. Exposure to an event (usually with threat of death, violence, serious injury). Flashbacks, nightmares, severe anxiety, uncontrollable thoughts about the event. PTSD = if the symptoms get worse, last for months or even years, and interfere with day-to-day functioning. Assessment: Psychological evaluation, criteria in the Diagnostic and Statistical Manual of Mental Disorders (DSM-5)Plan: Psychotherapy and medication (anitdepressants, anti-anxiety, Prazosin to control nightmares during sleep)Prognosis: Untreated PTSD can be long-lasting. Symptoms may come and go over many years."
437222000,Respiratory syncytial virus infection,"Overview: RSV, is a common respiratory virus that usually causes mild, cold-like symptoms. Most people recover in a week or two, but RSV can be serious, especially for infants and older adults. Severe RSV disease is #1 reason infants under 1 year of age are hospitalized in the USPresentation: Runny nose, decrease in appetite, coughing, sneezing, fever, and wheezing. Show symptoms within 4 to 6 days after getting infected. Assessment: Mild RSV symptoms are similar to the common cold, testing usually isn't required for diagnosis. However, there are some lab tests to confirm diagnosis, the most common is a mouth swab or a blood test to check white blood cell counts and look for viruses. In severe RSV cases that require hospitalization, additional testing may be needed. Imaging tests, such as a chest X-ray or CT scan can check for lung complications. Blood and urine cultures may be necessary when infants are very sick, as RSV-related bronchiolitis can occur with a urinary tract infection in newborns. Plan: No specific treatment for RSV infection, though researchers are working to develop vaccines and antivirals. Manage fever and pain with OTC fever reducers and pain relievers, such as acetaminophen or ibuprofen. There are currently only two drugs approved - Palivizumab is a monoclonal antibody for the prevention of RSV in high-risk children and ribavirin is approved for treatment of severe RSV disease. Prognosis: Most RSV infections go away on their own in a week or two. But some people with RSV infection, especially infants younger than 6 months of age and older adults, may need to be hospitalized if they are having trouble breathing or are dehydrated. In most of these cases, hospitalization only lasts a few days."
437541000,Glaucoma,"Overview: A group of eye conditions that damage the optic nerve (connecting the eye to the brain). Most common is open-angle (wide-angle) glaucoma, and angle-closure (narrow-angle) glaucoma is rare. Linked to a buildup of pressure inside the eye. Presentation: Slow vision loss with open-angle, but angle-closure is a medical emergency (eye pain w/ nausea and sudden visual changes - seeing halos around lights, eye redness, eye pain) Assessment: usually later in life, open-angle usually no symptoms but can have loss of vision. eye exam including glaucoma testing = tonometry, ophthalmoscopy, perimetry, gonioscopy, pachymetryPlan: regular eye exams, prescription eye drops to lower eye pressure (prostaglandins, beta blockers, Alpha-adrenergic agonists, carbonic anhydrase inhibitors, Rho kinase inhibitor, and miotic or cholinergic drugs; laser therapy and surgical procedures Prognosis: Can cause permanent vision loss or even total blindness within a few years. Damage caused by glaucoma cannot be reversed."
437833000,Hypokalemia,"Overview: Potassium deficiency - below 3.5 mmol per liter. < 2.5 mmol/L can be life-threatening and requires urgent medical attention. Many causes - kidney disease, DKA, diuretics, diarrhea, primary aldosteronism, vomiting, multiple syndromes (cushing's, gitelman, liddle, bartter, fanconi)Presentation: Fatigue, muscle cramps, abnormal heart rhythms, heart palpitations, tingling and numbness Assessment: Potassium blood level, history, urinalysis, EKG Plan: Potassium supplements (oral, or may need IV potassium)Prognosis: Depends on the cause (result of another medical condition). Low potassium levels cause abnormal heart rhythms."
438120000,Opioid dependence,"Overview: Physical and psychological reliance on opioids. Dependence means feeling withdrawal symptoms when not taking the drug. Addiction is a chronic brain disease that causes a person to compulsively seek out drugs, even though they cause harm. Presentation: craving, sweating, general discontent, chronic constipation, physical substance dependenceAssessment: Inability to control opioid use, self-diagnosable Plan: Medications such as methadone can help alleviate the symptoms of withdrawal and cravings. Pairing medication with inpatient or support programs generally has the most success. Prognosis: Can be managed successfully."
438130000,Opioid abuse,"Overview: Opioid use disorder. Misuse of opioids. Opioids, are called narcotics. They include strong prescription pain relievers, such as oxycodone, hydrocodone, fentanyl, and tramadol. The illegal drug heroin is also an opioid. Misuse can include taking too much medicine, taking someone else's medicine, taking it in a different way than you are supposed to, or taking the medicine to get high. Presentation: drowsiness, mental fog, nausea, and constipationAssessment: Self-diagnosable, changes in behaviors that have negative affects Plan: Behavioral health treatment. Medications exist to treat opioid use disorders, including methadone, buprenorphine, and naltrexone. Naloxone is a drug to treat an opioid overdose. Prognosis: Opioid use disorder is highly prevalent and can be fatal. Can be a chronic, relapsing condition."
438409000,Attention deficit hyperactivity disorder,"Overview: A chronic condition (brain disorder) including attention difficulty, hyperactivity, and impulsiveness. Often begins in childhood and can persist into adulthood. Types: 1) ADHD, combined type (mot common); 2) ADHD, impulsive/hyperactive; and 3) ADHD, inattentive and distractable type. Presentation: Limited attention and hyperactivity, impulsiveness, fidgeting, poor time management, mood swings, forgetfulness, and disorganization/difficulty prioritizing Assessment: Hard to diagnose ADHD, especially in children; multiple evaluations; no imaging or blood tests Plan: Behavioral interventions, and medication (stimulants and nonstimulants)Prognosis: No known cure for ADHD, but several options can help manage symptoms."
439393000,Pre-eclampsia,"Overview: Preeclampsia is a multisystem progressive disorder that is characterized by the new onset of hypertension and proteinuria in pregnant women > 20 weeks of gestation. Usually asymptomaic, but significant end-organ dysfunction, e.g. proteinuria maybe present. Pre-eclampsia commonly occurs in last half of pregnancy and in postpartum period. If the women was hypertensive prior to pregnancy, then it is consider preeclampsia superimposed on hypertenson. Sign of end organ damage such as protienuria is needed for diagnosis, hypertension in the absence of such an evidence of end organ damage may be considered gestational hypertension. Presentation: is non specific and requires a high degree of suspicion. symptoms may include headache, epigastric pain, oliguria, peripheral edema. Risk of HELLP syndrome. Plan: check blood pressure and signs of end organ damage. Severe preeclampsia is an indication for induced delivery. The cure for preeclampsia is delivery of the fetus if the disease becomes severe (showing early signs of end organ damage). Monitoring of amniotic fluid index, nonstress testing, fetal biometry to monitor for intrauterin growth restriction. management of blood pressure with antihypertensives such as nifedipine or labetalol. If pre-eclampsia develops severe features, admit and treat with MgSO4 for convulvion prophylaxis. Prognosis: can progress to eclampsia which may be fatal. Disease is considered progressive during pregnancy and early post partum period. Sequelae of pre-eclampsia can include small for dates baby, preterm birth, HELLP syndrome, seizures, death. Careful monitoring of blood pressure and urine throughout pregnancy allows for early intervention to mitigate risk."
439727000,Human immunodeficiency virus infection,"Overview: HIV infections may be caused by one of two retroviruses, HIV-1 or HIV-2. HIV causes AIDS and interferes with the body's ability to fight infections. The virus can be transmitted through contact with infected blood, semen, or vaginal fluids. Presentation: Flu-like symptoms such as fever, sore throat, and fatigue, swollen lymph nodes. Then the disease is usually asymptomatic until it progresses to AIDS. AIDS symptoms include weight loss, fever or night sweats, fatigue, and recurrent infections. Assessment: Signs and symptoms, history. CD4 count, viral count. AIDS is diagnosed when the CD4 count falls below 200 cells per microliter of blood or when extreme wasting or certain serious opportunistic infections or cancers develop. Plan: Prevention and screening. Antiretroviral drugs, prevent opportunistic infections, relieve symptoms Prognosis: Exposure to HIV does not always lead to infection, and some people who have had repeated exposures over many years remain uninfected. No effective HIV vaccine to prevent HIV infection or slow the progression of AIDS in people who are already infected. No cure exists for AIDS, but strict adherence to anti-retroviral therapy (ART) can dramatically slow the disease's progress, prevent secondary infections and complications, and prolong life."
439776000,Autism spectrum disorder,"Overview: (ASD) is a complex developmental condition that involves persistent challenges in social interaction, speech and nonverbal communication, and restricted/repetitive behaviors. ASD includes conditions that were previously considered separate — autism, Asperger's syndrome, childhood disintegrative disorder and pervasive developmental disorder. Neurological and developmental disorder beginning early in childhood. Presentation: developmental delays, obsessive traits, body rocking, flapping of hands, unusual reactions, social issues,no eye contact Assessment: symptoms and severity vary, there are many causes. Dx is difficult - no diagnositic tests, observation of social interaction, communication, and behaviors. Criteria in the Diagnostic and Statistical Manual of Mental Disorders Plan: Maximize the child's ability to function by reducing symptoms and supporting development and learning. Behavior programs, antipsychotics, SRIs, stimulants/hyperactivity drugsPrognosis: No cure for ASD, intensive, early treatment can make a big difference in the lives of many children - lasts throughout a person's life."
439842000,Disorder of acoustic nerve,Overview: Presentation: Assessment: Plan: Prognosis:
440383000,Depressive disorder,"Overview: Although depression may occur as part of bipolar disorder, this depressive disorder commonly refers to unipolar depression. Presentation: Depression is a mood state indicated by feelings of sadness, despair, anxiety, hopelessness, emptiness, discouragement as a syndromic constellation. All depressed individuals have suicide risk and may present with suicidal ideation/attempt. Assessment: Diagnostic criteria DSM-V. In unipolar depression there is no history of mania or hypomania. Plan: cousenlling, anti depressants, supportive servicesPrognosis: may resolve, or worsen to include suicidality"
440417000,Pulmonary embolism,"Overview: Pulmonary embolus (PE) refers to obstruction/blockade of pulmonary artery or one of its branches by material (eg, thrombus, tumor, air, or fat) that originated elsewhere in the body (embolism). Temporally PE is classified into acute (presenting immediately after obstruction), subacute (within days or weeks following event), chronic (over many years, ie, chronic thromboembolic pulmonary hypertension; CTEPH - uncommon). Unless otherwise specified, the general useage of the term pulmonary embolism implies 'acute' PE. Acute PE is further classified based on hemodynamic stability into unstable/massive/high-risk PE if hemodynamically unstable (hypotension), hemodynamically stable with right ventricular strain submassive/intermediate-risk PE, hemodynamically stable and no evidence of right ventricular strain low-risk PE. It is also classified based on the location of the emboli - saddle PE, main lobar, segmental or subsegmental. Most emboli are thought to originate from lower extremity proximal veins (iliac, femoral, and popliteal). Presentation: Highly variable and may occassionally be asymptomatic and found incidentally (especially chronic variant). Most commonly starts with a combination of chest pain (classically pleuritic in nature), cough, and symptoms of deep venous thrombosis. The symptoms of PE are secondary to pathophysiologic responses like tissue infarction, abnormal gas exchange, cardivascular compromise with sudden shortness of breath and chest pain - to shock and death. Assessment: Hard diagnosis in hemodynamically stable patients - often guided by prior probability based on at-risk (Wells criteria). D-dimer testing and definitive diagnostic imaging (CT pulmonary angiography). V/Q scan is less commonly used. If hemodynamically unstable, definitive diagnostic imaging may not be practical or safe. Plan: If hemodynamically unstable, resusistative efforts (oxygenation, stabilization, ventillatory support, hemodynamic support). Once diagnosis is confirmed, main therapy is anticoagulants (sometimes started prior to diagnosis when pretest probability is high). If the emboli is considered life threatening, then thrombolysis, inferior vena cava filters, or embolectomy surgery. Prognosis: Death may occur, but mortality is reduced with anticoagulation. Adequate long-term management may reduce recurrence of thromboembolism - better prognosis."
440674000,Gout,"Overview: Pain and inflammation occur when too much uric acid crystallizes and deposits in the joints. Form of arthritis. Gout occurs when urate crystals accumulate in your joint, causing the inflammation and intense pain of a gout attackPresentation: Sudden, severe attacks of pain, swelling, redness and tenderness in the joints, often the joint at the base of the big toe. Symptoms come and go. Tophi - large, visible bumps made of urate crystals. Assessment: joint fluid test (from the affected joint), blood levels of uric acid and creatinine, xray, ultrasound, sual energy CT scan Plan: NSAIDs, Colchicine, Corticosteroids; xanthine oxidase inhibitors (XOIs) and uricosurics to prevent gout complications Prognosis: Early gout diagnosis, therapy enables most patients to live a normal life. Gout is a highly treatable form of arthritis."
440703000,Trigeminal nerve disorder,"Overview: Trigeminal (fifth) nerve, largest of the cranial nerve - supplies sensation to the skin of the face and anterior half of head. Motor component - muscles of mastication and tensor tympani of middle ear hearing. Most commonly disorder is Trigeminal neuralgia (tic douloureux) TN - mainly due to compression of the trigeminal nerve root, demyelination (multiple sclerosis). Trigemenial nerve disorder may also present without pain, e.g. trigeminal neuropathy with sensory loss on the face, with weakness of muscles of masticatio- deviation of jaw on opening. Presentation: TN is characterized by recurrent brief episodes of excruciating unilateral electric shock like pain in the lips, gums, cheek or chin. TN is mosstly clustered among middle-aged and elderly persons are affected, with ~ 60% in women. Assessment: TN is a clinical diagnosis - but detailed investigation using neuroimaging to identify cause. Rule out herpes zoster, post traumatic. Plan: carbamazepine or oxcarbazepine is first line. Gabapentin for non responders. Lidocaine, phenytoin for rescue therapy. Occassionally surgery (gamma knife radiosurgery, rhizotomy, microvascular decompression). Prognosis: highly variable, may go into months of remission. recurrence is common."
440925000,Suicide,Overview: Intentionally ending one's own lifePrognosis: Death
440940000,Methicillin resistant Staphylococcus aureus infection,"Overview: A group of Gram-positive bacteria that are genetically distinct from other strains of Staphylococcus aureus. MRSA is responsible for several difficult-to-treat infections in humans. (MRSA) infection is caused by a type of staph bacteria that's become resistant to many of the antibiotics used to treat ordinary staph infections. Most MRSA infections occur in people who've been in hospitals or other health care settings, such as nursing homes and dialysis centers. When it occurs in these settings, it's known as health care-associated MRSA (HA-MRSA). Presentation: Depends on the part of the body that is infected. Staph skin infection - present with fever, swollen, painful red bumps that are warm to touch, can be full of pus or other drainage - turn into painful abscesses or burrow deep into the body (life-threatening infections)Assessment: Checking a tissue sample or nasal secretions for signs of drug-resistant bacteriaPlan: Antibiotics (IV), if skin boil - incisions and drainage; culturesPrognosis: MRSA infections can resist the effects of many common antibiotics, so they are more difficult to treat. This can allow the infections to spread and sometimes become life-threatening. MRSA is usually spread in the community by contact with infected people or things that are carrying the bacteria. Once the active infection goes away, you can still have MRSA on your skin and in the nose (MRSA carrier)."
441284000,Open-angle glaucoma,"Overview: The angle in your eye where the iris meets the cornea is as wide and open as it should be, but the eye's drainage canals become clogged over time, causing an increase in internal eye pressure and subsequent damage to the optic nervePresentation: Typically no early warning signs or painful symptoms. By the time a patient is aware of vision loss, the disease is usually quite advanced. Early on, start to lose peripheral vision. Assessment: Eye examinations, check eye pressure, measure cornea thickness Plan: Can’t fix damage to the optic nerve or the vision problems that follow. Need to slow glaucoma’s progress down - prostaglandins, beta-blockers. laser therapy or surgery. Prognosis: Without treatment, glaucoma can lead to blindness. No cure for glaucoma, gets worse over time."
441788000,Human papilloma virus infection,"Overview: Most common sexually transmitted infection (STI), viral infection. HPV infection occurs when the virus enters the body, usually through a cut, abrasion or small tear in your skin. The virus is transferred primarily by skin-to-skin contact. There are more than 100 varieties of HPV. Some types of HPV infection cause warts, and some can cause different types of cancer. Presentation: Warts do not always appear and can have no symptoms. Warts appear depending on which kind of HPV is involved - genital warts, hands/fingers, plantar, or face Assessment: Appearance of warts, but if not present - Vinegar (acetic acid) solution test, pap test, DNA test Plan: Medication applied directly to the warts. Cryotherapy, electrocautery, surgical removal/laser surgery. HPV vaccines (protect against cervical cancer and genital warts). If HPV in the cervix - colposcopy and biopsy. Prognosis: Nearly all cervical cancers are caused by HPV infections. Warts often go away without treatment, particularly in children. There's no cure for the virus, so they can reappear in the same place or other places."
443213000,Stillbirth,"Overview: Delivery, after the 20th week of pregnancy, of a baby who has died. Loss of a baby before the 20th week of pregnancy is a miscarriagePresentation: Baby born without signs of life, fetal death Assessment: Mother reports change in fetal activity, No fetal movement is present (ultrasound). Pregnancy or birth complications, mother risk factors Plan: Induction of labor, dilation and evacuation. Autopsy on the baby and other laboratory tests to understand why the baby died before birthPrognosis: A baby is stillborn in about 1 in 200 pregnancies, oftern cause is not known."
443387000,Stomach cancer,"Overview: Gastric cancer. Stomach cancer usually begins in the mucus-producing cells that line the stomach. This type of cancer is called adenocarcinoma. Presentation: Fatigue, feeling bloated after eating, severe/persistent heartburn, persistent nausea, stomach pain, vomiting, weight loss, feel full after eating small amounts of food Assessment: Upper endoscopy (Esophagogastroduodenoscopy (EGD)) and biopsy, CT scan, barium swallow/upper GI series, genomic testing, CBC, LFTs, nutrition panel Plan: Surgery (subtotal or total gastrectomy), radiation therapy, chemo, and targeted drugs (combo with chemo), immunotherapyPrognosis: Staging affects prognosis, and if diagnosed prior to spread outside the stomach to surrounding tissues or organs."
443392000,Cancer,"Overview: Any cancer that not includes non melanoma skin cancer. This is an umbrella term for wide range of heterogenous cancer. Group of diseases involving abnormal cell growth that can invade or spread to other parts of the bodyPresentation: Vary on the type of cancer and body part Assessment: risk factors, family history, lab tests, imaging, biopsy Plan: chemo, radiation, surgery, stem cell therapy, CAR-T cell therapy, CRISPR, targeted therapy, hormone therapy Prognosis: Depends on type, stage and treatment given and response. Remission and recurrence vary (invasiveness or not, type, severtiy and location). Improvements in cancer detection."
443700000,Eclampsia,"Overview: Eclampsia is the convulsive manifestation of preeclampsia and is described as new-onset, generalized, tonic-clonic seizures or coma in a woman with preeclampsia (including HELLP syndrome - hemolysis, elevated liver enzymes, low platelets). Many times, a woman may develop eclampsia with only an observation of gestational hypertension and no formal diagnosis of preeclampsia. Presentation: generalized tonic clonic seizures while pregnant, occassionally without any prior signs/symptoms. Commonly occurs between 20 to 30 weeks of pregnancy. Plan: Clinical diagnosis. Evaluate the cause. Prevent maternal hypoxemia. Prognosis:"
443723000,"Disorder of cellular component of blood (anemia, pancytopenia, leukopenia, thrombocytopenia)",Overview: Presentation: Assessment: Plan: Prognosis:
444247000,Venous thromboembolism,"Overview: Condition in which a blood clot forms most often in the deep veins of the leg, groin or arm (known as deep vein thrombosis, DVT) and travels in the circulation, lodging in the lungs (known as pulmonary embolism, PE). A PE is more serious than a DVT. Presentation: DVTs (in the arm or legs) can cause pain, swelling, redness, and warmth near the blocked vein. PE can present as hard to breathe and tachycardia, chest pain, and dizzinessAssessment: D-dimer (blood test), duplex ultrasound (leg or arm), for PE - pulse oximetry, arterial blood gas, CXR, CT, and Ventilation perfusion (V/Q) scan, Pulmonary angiogramPlan: Anticoagulants, thrombin inhibitors, clot-busting meds (thrombolytics) like tPA (tissue plasminogen activator), sometimes surgery (filter into a vein)Prognosis: Dangerous but treatable. The risk of developing VTE is highest after major surgery or a major injury, or when you have heart failure, cancer, or a heart attack."
444429000,Herpes simplex virus,"Overview: A sexually transmitted infection, herpes simplex virus 1 (oral herpes) and 2 (genital herpes). HSV-1 and HSV-2 are common and contagious. Presentation: A blister or multiple blisters (can be painful) on or around affected areas -- usually the mouth, genitals, or rectum. Can be asymptomatic. Assessment: physical exam, (usually no testing needed to confirm dx), viral culture, PCR test (presence and type of HSV), HSV antibodies (blood)Plan: Relieve symptoms, no cure. Antiviral medications. Prognosis: Lifelong infection. Recurrent outbreaks may vary in frequency and severity."
44784217000,Cardiac arrhythmia,"Overview: Normal sinus heart rate originates from the sinus node 60-100 beats (sinus arrythmia -normal arrythmia, sinus tachycardia, sinus bradycardia). An arrhythmia is any rhythm that is not normal sinus rhythm with normal atrioventricular (AV) conduction. Arrythmias are classified in many ways based on rate - tachyarrhythmias vs bradyarrhythmias, regularity (regular vs irregular), location/type of origin (atrial vs ventricular, reentrant), or based on wall motion (flutter vs fibrillation). Common arrythmias (supraventricular - atrial fibrillation, atrial flutter, non sinus atrial trachycardia ectopic/reentry/premature beats), AV junction (reentry tachycardia, extrasystoles), Ventricular (sustained/non sustained tachycaria, fibrillation, extrasystole/premature beats). Presentation: Symptom type and severity depends on the type, etiology and rate of arrythmia - symptoms dictates urgency of presentation. Sensation of palpitations, syncope, lightheadedness or dizziness, poor exercise tolerance. Assessment: ECG, Holter ambulatory monitor, CBC to rule out anemia, TSH to rule out thyroid disease, lipids, liver tests, clotting tests, electrolyte CMP especially potassium, BNP to evaluate heart failure, echocardiogram to evaluate for structural heart disease. Plan: Treated according to location of the pathology including medications, pacemaker, defibrillator, radiofrequency catheter ablation, external cardioversion - conversion to sinus rythym, vagal maneuver for sinus tachycardias. Treatment of underlying disease such as anemia or thyrotoxicosis frequently resolves the arrhythmia. Prognosis: When identified early in the course of disease process, good. If not treated, can lead to increased risk of stroke (due to atrial fibrillation), heart failure, death. Specialist involvement recommended for anti arrythmic drug management."
45763653000,Fracture of bone of hip region,"Overview: Hip fractures occur when a person breaks the bone between the pelvis and knee and these fractures are known as femoral-neck fractures or intertrochanteric or subtrochanteric fractures. Presentation: With hip fractures patients will often complain of severe hip pain and are unable to walk. The physical examination commonly reveals an abducted and externally rotated hip with leg-length discrepancy. Assessment: Hip fractures are generally done with x-ray but an MRI or bone scan could look for hairline fractures. Plan: Treatment usually involves a combination of surgery, rehabilitation, and medication. The surgical options include internal repair using screws, total hip replacement, and partial hip replacement. Prognosis: A hip fracture is a serious injury with complications that can be life-threatening. Hip fracture has an overall 1-year mortality rate that varies from 14% to 36% among patients aged 65 or above, especially after 5 to 10 years after fracture, and in addition, the survivors have a shorter life expectancy."
73553000,Arthropathy,Overview: Presentation: Assessment: Plan: Prognosis:
